Invoice ID,Branch,Customer type,Gender,ProductID,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,ProductLineID,ProductLine,,,,ProductID1,Unit price,ProductLine1,,,ProductLineID2,Product line 2
727-46-3608,B,Member,Female,PID351,9,9.0045,189.0945,6-Feb-19,15:47,Ewallet,180.09,4.761904762,9.0045,4.1,PD002,Electronic accessories,,,,PID355,20.01,PD001,,,,
669-54-1719,B,Member,Male,PID352,6,5.679,119.259,10-Feb-19,12:45,Credit card,113.58,4.761904762,5.679,8.1,PD002,Electronic accessories,,,,PID356,18.93,PD002,,,,
616-24-2851,B,Member,Female,PID353,4,3.574,75.054,22-Mar-19,14:42,Ewallet,71.48,4.761904762,3.574,6.5,PD002,Electronic accessories,,,,PID357,17.87,PD002,,,,
347-34-2234,B,Member,Female,PID354,9,24.7815,520.4115,3-Feb-19,13:40,Ewallet,495.63,4.761904762,24.7815,10,PD005,Food and beverages,,,,PID358,55.07,PD003,,,,
853-23-2453,B,Member,Male,PID355,4,15.148,318.108,14-Feb-19,14:35,Cash,302.96,4.761904762,15.148,7.6,PD001,Health and beauty,,,,PID359,75.74,PD003,,,,
109-28-2512,B,Member,Female,PID356,6,29.283,614.943,7-Jan-19,15:01,Ewallet,585.66,4.761904762,29.283,9.9,PD002,Electronic accessories,,,,PID36,97.61,PD003,,,,
510-95-6347,B,Member,Female,PID357,3,7.278,152.838,5-Mar-19,18:17,Ewallet,145.56,4.761904762,7.278,4,PD002,Electronic accessories,,,,PID360,48.52,PD006,,,,
152-08-9985,B,Member,Male,PID358,9,28.962,608.202,12-Mar-19,12:09,Credit card,579.24,4.761904762,28.962,8.6,PD003,Home and lifestyle,,,,PID361,64.36,PD001,,,,
479-26-8945,B,Member,Female,PID359,2,1.649,34.629,5-Feb-19,11:32,Ewallet,32.98,4.761904762,1.649,4.6,PD003,Home and lifestyle,,,,PID362,16.49,PD005,,,,
729-09-9681,A,Member,Male,PID36,6,7.773,163.233,2/5/2019,10:16,Ewallet,155.46,4.761904762,7.773,8.7,PD003,Home and lifestyle,,,,PID363,25.91,PD002,,,,
291-32-1427,B,Member,Male,PID360,5,5.485,115.185,5-Mar-19,12:29,Ewallet,109.7,4.761904762,5.485,5.3,PD006,Fashion accessories,,,,PID364,21.94,PD002,,,,
659-65-8956,B,Member,Male,PID361,1,2.568,53.928,16-Jan-19,15:26,Ewallet,51.36,4.761904762,2.568,5.2,PD001,Health and beauty,,,,PID365,51.36,PD002,,,,
219-22-9386,B,Member,Male,PID362,9,44.982,944.622,9-Mar-19,17:26,Credit card,899.64,4.761904762,44.982,4.2,PD005,Food and beverages,,,,PID366,99.96,PD004,,,,
268-27-6179,B,Member,Female,PID363,8,22.588,474.348,9-Mar-19,14:57,Ewallet,451.76,4.761904762,22.588,7.3,PD002,Electronic accessories,,,,PID367,56.47,PD003,,,,
590-83-4591,B,Member,Male,PID364,6,26.235,550.935,17-Feb-19,14:40,Credit card,524.7,4.761904762,26.235,8.8,PD002,Electronic accessories,,,,PID368,87.45,PD002,,,,
262-47-2794,B,Member,Male,PID365,8,28.744,603.624,6-Mar-19,15:07,Credit card,574.88,4.761904762,28.744,6.2,PD002,Electronic accessories,,,,PID369,71.86,PD006,,,,
608-96-3517,B,Member,Female,PID366,4,18.308,384.468,23-Mar-19,19:20,Credit card,366.16,4.761904762,18.308,4.8,PD004,Sports and travel,,,,PID37,91.54,PD004,,,,
279-74-2924,B,Member,Male,PID367,1,3.6085,75.7785,4-Jan-19,19:40,Cash,72.17,4.761904762,3.6085,6.1,PD003,Home and lifestyle,,,,PID370,72.17,PD006,,,,
743-04-1105,B,Member,Male,PID368,9,43.749,918.729,30-Mar-19,14:43,Ewallet,874.98,4.761904762,43.749,6,PD002,Electronic accessories,,,,PID371,97.22,PD005,,,,
505-02-0892,B,Member,Male,PID369,8,17.028,357.588,25-Feb-19,14:12,Ewallet,340.56,4.761904762,17.028,5.6,PD006,Fashion accessories,,,,PID372,42.57,PD001,,,,
151-16-1484,A,Member,Male,PID37,4,6.45,135.45,2/13/2019,12:38,Ewallet,129,4.761904762,6.45,6.5,PD004,Sports and travel,,,,PID373,32.25,PD002,,,,
316-55-4634,B,Member,Male,PID370,5,20.0125,420.2625,26-Jan-19,12:45,Credit card,400.25,4.761904762,20.0125,9.4,PD006,Fashion accessories,,,,PID374,80.05,PD005,,,,
608-27-6295,B,Member,Male,PID371,6,15.867,333.207,19-Jan-19,17:34,Credit card,317.34,4.761904762,15.867,9.8,PD005,Food and beverages,,,,PID375,52.89,PD002,,,,
895-66-0685,B,Member,Male,PID372,3,2.712,56.952,5-Mar-19,19:46,Ewallet,54.24,4.761904762,2.712,8,PD001,Health and beauty,,,,PID376,18.08,PD001,,,,
305-14-0245,B,Member,Female,PID373,8,37.796,793.716,3-Mar-19,19:00,Ewallet,755.92,4.761904762,37.796,7.5,PD002,Electronic accessories,,,,PID377,94.49,PD001,,,,
529-56-3980,B,Normal,Male,PID373,3,13.197,277.137,3/5/2020,10:40,Ewallet,263.94,4.761904762,13.197,5.1,PD002,Electronic accessories,,,,PID378,87.98,PD005,,,,
732-04-5373,B,Member,Male,PID374,4,9.294,195.174,8-Feb-19,10:53,Cash,185.88,4.761904762,9.294,7,PD005,Food and beverages,,,,PID379,46.47,PD001,,,,
542-41-0513,B,Member,Female,PID375,4,11.498,241.458,15-Mar-19,11:57,Cash,229.96,4.761904762,11.498,6.6,PD002,Electronic accessories,,,,PID38,57.49,PD001,,,,
875-46-5808,B,Member,Male,PID376,10,12.95,271.95,6-Feb-19,14:51,Ewallet,259,4.761904762,12.95,8.7,PD001,Health and beauty,,,,PID380,25.9,PD006,,,,
394-43-4238,B,Member,Male,PID377,5,4.4425,93.2925,15-Feb-19,12:42,Credit card,88.85,4.761904762,4.4425,5.4,PD001,Health and beauty,,,,PID381,17.77,PD003,,,,
891-58-8335,B,Member,Female,PID378,7,10.3635,217.6335,11-Mar-19,15:53,Cash,207.27,4.761904762,10.3635,6.5,PD005,Food and beverages,,,,PID382,29.61,PD004,,,,
836-82-5858,B,Member,Male,PID379,9,31.2165,655.5465,26-Jan-19,19:14,Ewallet,624.33,4.761904762,31.2165,4,PD001,Health and beauty,,,,PID383,69.37,PD005,,,,
447-15-7839,A,Member,Female,PID38,10,11.12,233.52,2/9/2019,11:00,Cash,222.4,4.761904762,11.12,4.2,PD001,Health and beauty,,,,PID384,22.24,PD005,,,,
466-61-5506,B,Member,Female,PID380,6,27.21,571.41,26-Feb-19,10:52,Cash,544.2,4.761904762,27.21,5.3,PD006,Fashion accessories,,,,PID385,90.7,PD001,,,,
545-46-3100,B,Member,Female,PID381,3,1.5885,33.3585,12-Mar-19,13:52,Credit card,31.77,4.761904762,1.5885,8.7,PD003,Home and lifestyle,,,,PID386,10.59,PD002,,,,
269-04-5750,B,Member,Male,PID382,4,14.764,310.044,21-Feb-19,18:31,Cash,295.28,4.761904762,14.764,6.7,PD004,Sports and travel,,,,PID387,73.82,PD003,,,,
346-84-3103,B,Member,Female,PID383,5,3.305,69.405,2-Mar-19,19:26,Cash,66.1,4.761904762,3.305,4.3,PD005,Food and beverages,,,,PID388,13.22,PD005,,,,
866-05-7563,B,Member,Female,PID384,3,12.21,256.41,9-Feb-19,19:43,Cash,244.2,4.761904762,12.21,4.8,PD005,Food and beverages,,,,PID389,81.4,PD006,,,,
845-51-0542,B,Member,Male,PID385,9,20.9475,439.8975,2-Feb-19,15:34,Ewallet,418.95,4.761904762,20.9475,6.4,PD001,Health and beauty,,,,PID39,46.55,PD005,,,,
110-48-7033,B,Member,Male,PID386,4,6.524,137.004,29-Jan-19,14:12,Cash,130.48,4.761904762,6.524,9,PD002,Electronic accessories,,,,PID390,32.62,PD004,,,,
655-85-5130,B,Member,Female,PID387,4,7.66,160.86,13-Mar-19,19:22,Cash,153.2,4.761904762,7.66,5.7,PD003,Home and lifestyle,,,,PID391,38.3,PD002,,,,
571-94-0759,B,Member,Female,PID388,10,37.3,783.3,8-Jan-19,20:55,Cash,746,4.761904762,37.3,9.5,PD005,Food and beverages,,,,PID392,74.6,PD006,,,,
139-20-0155,B,Member,Male,PID389,10,20.15,423.15,24-Jan-19,17:37,Credit card,403,4.761904762,20.15,7,PD006,Fashion accessories,,,,PID393,40.3,PD002,,,,
253-12-6086,A,Member,Female,PID39,7,34.44,723.24,3/12/2019,12:43,Credit card,688.8,4.761904762,34.44,8.7,PD005,Food and beverages,,,,PID394,98.4,PD005,,,,
573-10-3877,B,Member,Male,PID390,1,1.9505,40.9605,12-Mar-19,16:46,Credit card,39.01,4.761904762,1.9505,4.7,PD004,Sports and travel,,,,PID395,39.01,PD002,,,,
532-59-7201,B,Member,Male,PID391,6,23.979,503.559,31-Jan-19,14:04,Cash,479.58,4.761904762,23.979,5.5,PD002,Electronic accessories,,,,PID396,79.93,PD001,,,,
730-61-8757,B,Member,Male,PID392,4,10.226,214.746,25-Jan-19,10:11,Credit card,204.52,4.761904762,10.226,4,PD006,Fashion accessories,,,,PID397,51.13,PD001,,,,
365-64-0519,A,Normal,Male,PID392,3,8.2005,172.2105,1/21/2020,18:00,Credit card,164.01,4.761904762,8.2005,8.6,PD006,Fashion accessories,,,,PID398,54.67,PD005,,,,
374-17-3652,B,Member,Female,PID393,9,19.269,404.649,5-Feb-19,15:26,Credit card,385.38,4.761904762,19.269,8.9,PD002,Electronic accessories,,,,PID399,42.82,PD004,,,,
378-07-7001,B,Member,Male,PID394,3,7.2135,151.4835,10-Feb-19,18:23,Credit card,144.27,4.761904762,7.2135,7.8,PD005,Food and beverages,,,,PID40,48.09,PD006,,,,
433-75-6987,B,Member,Female,PID395,7,19.5895,411.3795,5-Mar-19,19:06,Ewallet,391.79,4.761904762,19.5895,8.9,PD002,Electronic accessories,,,,PID400,55.97,PD002,,,,
873-95-4984,B,Member,Female,PID396,7,26.915,565.215,15-Feb-19,20:21,Cash,538.3,4.761904762,26.915,7.7,PD001,Health and beauty,,,,PID401,76.9,PD003,,,,
115-99-4379,B,Member,Female,PID397,7,19.1555,402.2655,14-Mar-19,19:02,Credit card,383.11,4.761904762,19.1555,8.5,PD001,Health and beauty,,,,PID402,54.73,PD002,,,,
565-67-6697,B,Member,Male,PID398,9,12.15,255.15,2-Mar-19,14:16,Cash,243,4.761904762,12.15,4.8,PD005,Food and beverages,,,,PID403,27,PD001,,,,
889-04-9723,B,Member,Female,PID399,4,17.828,374.388,7-Jan-19,12:20,Credit card,356.56,4.761904762,17.828,7.8,PD004,Sports and travel,,,,PID404,89.14,PD006,,,,
144-51-6085,A,Member,Male,PID40,4,14.148,297.108,1/5/2019,16:05,Credit card,282.96,4.761904762,14.148,4.4,PD006,Fashion accessories,,,,PID405,70.74,PD002,,,,
201-86-2184,B,Member,Female,PID400,7,9.191,193.011,2-Feb-19,19:40,Cash,183.82,4.761904762,9.191,9.9,PD002,Electronic accessories,,,,PID406,26.26,PD006,,,,
843-01-4703,B,Member,Female,PID401,9,15.921,334.341,5-Jan-19,19:50,Credit card,318.42,4.761904762,15.921,9.6,PD003,Home and lifestyle,,,,PID407,35.38,PD003,,,,
525-88-7307,B,Member,Male,PID402,1,3.791,79.611,31-Jan-19,13:19,Cash,75.82,4.761904762,3.791,5.8,PD002,Electronic accessories,,,,PID408,75.82,PD002,,,,
793-10-3222,B,Member,Female,PID403,6,12.318,258.678,5-Mar-19,13:30,Credit card,246.36,4.761904762,12.318,8.3,PD001,Health and beauty,,,,PID409,41.06,PD005,,,,
346-12-3257,B,Member,Male,PID404,9,8.658,181.818,4-Mar-19,16:28,Cash,173.16,4.761904762,8.658,8,PD006,Fashion accessories,,,,PID41,19.24,PD006,,,,
725-32-9708,B,Member,Female,PID405,4,13.742,288.582,4-Jan-19,19:01,Cash,274.84,4.761904762,13.742,4.1,PD002,Electronic accessories,,,,PID410,68.71,PD004,,,,
301-81-8610,B,Member,Male,PID406,8,10.168,213.528,19-Mar-19,19:42,Credit card,203.36,4.761904762,10.168,6.7,PD006,Fashion accessories,,,,PID411,25.42,PD002,,,,
198-84-7132,B,Member,Male,PID407,9,18.2745,383.7645,2-Jan-19,13:40,Cash,365.49,4.761904762,18.2745,7,PD003,Home and lifestyle,,,,PID412,40.61,PD004,,,,
650-98-6268,B,Member,Female,PID408,3,3.1305,65.7405,20-Mar-19,13:53,Credit card,62.61,4.761904762,3.1305,8,PD002,Electronic accessories,,,,PID413,20.87,PD005,,,,
394-30-3170,B,Member,Female,PID409,8,35.372,742.812,22-Mar-19,19:35,Credit card,707.44,4.761904762,35.372,4.3,PD005,Food and beverages,,,,PID414,88.43,PD005,,,,
731-14-2199,A,Member,Female,PID41,10,17.77,373.17,1/4/2019,13:34,Ewallet,355.4,4.761904762,17.77,7,PD006,Fashion accessories,,,,PID415,35.54,PD005,,,,
390-80-5128,B,Member,Female,PID410,1,0.9575,20.1075,28-Jan-19,17:58,Credit card,19.15,4.761904762,0.9575,9.5,PD004,Sports and travel,,,,PID416,19.15,PD003,,,,
296-11-7041,B,Member,Female,PID411,1,1.3535,28.4235,12-Jan-19,20:07,Credit card,27.07,4.761904762,1.3535,5.3,PD002,Electronic accessories,,,,PID417,27.07,PD005,,,,
449-27-2918,B,Member,Female,PID412,1,1.956,41.076,26-Mar-19,11:02,Credit card,39.12,4.761904762,1.956,9.6,PD004,Sports and travel,,,,PID418,39.12,PD006,,,,
767-54-1907,B,Member,Female,PID413,5,7.39,155.19,13-Feb-19,16:59,Cash,147.8,4.761904762,7.39,6.9,PD005,Food and beverages,,,,PID419,29.56,PD002,,,,
710-46-4433,B,Member,Female,PID414,9,34.83,731.43,15-Feb-19,14:15,Credit card,696.6,4.761904762,34.83,4.5,PD005,Food and beverages,,,,PID42,77.4,PD003,,,,
234-03-4040,B,Member,Female,PID415,10,36.525,767.025,3-Mar-19,12:25,Credit card,730.5,4.761904762,36.525,8.7,PD005,Food and beverages,,,,PID420,73.05,PD004,,,,
731-59-7531,B,Member,Male,PID416,8,29.028,609.588,30-Mar-19,17:58,Cash,580.56,4.761904762,29.028,4.6,PD003,Home and lifestyle,,,,PID421,72.57,PD002,,,,
305-18-3552,B,Member,Male,PID417,10,30.19,633.99,12-Feb-19,16:19,Cash,603.8,4.761904762,30.19,6,PD005,Food and beverages,,,,PID422,60.38,PD002,,,,
438-01-4015,B,Member,Female,PID418,4,9.898,207.858,21-Mar-19,15:25,Ewallet,197.96,4.761904762,9.898,6.6,PD006,Fashion accessories,,,,PID423,49.49,PD006,,,,
627-95-3243,B,Member,Female,PID419,9,34.956,734.076,4-Feb-19,13:21,Ewallet,699.12,4.761904762,34.956,9.8,PD002,Electronic accessories,,,,PID424,77.68,PD003,,,,
126-54-1082,A,Member,Female,PID42,9,9.693,203.553,1/7/2019,11:44,Credit card,193.86,4.761904762,9.693,8.8,PD003,Home and lifestyle,,,,PID425,21.54,PD006,,,,
608-04-3797,B,Member,Female,PID420,8,10.128,212.688,5-Mar-19,20:24,Ewallet,202.56,4.761904762,10.128,8.7,PD004,Sports and travel,,,,PID426,25.32,PD003,,,,
401-18-8016,B,Member,Female,PID421,1,4.9065,103.0365,21-Jan-19,17:36,Cash,98.13,4.761904762,4.9065,8.9,PD002,Electronic accessories,,,,PID427,98.13,PD006,,,,
277-63-2961,B,Member,Male,PID422,1,3.6985,77.6685,3-Feb-19,15:53,Credit card,73.97,4.761904762,3.6985,5.4,PD002,Electronic accessories,,,,PID428,73.97,PD003,,,,
387-49-4215,B,Member,Female,PID423,3,7.275,152.775,8-Jan-19,12:50,Cash,145.5,4.761904762,7.275,6.7,PD006,Fashion accessories,,,,PID429,48.5,PD004,,,,
291-21-5991,B,Member,Male,PID424,5,15.3225,321.7725,29-Mar-19,14:28,Cash,306.45,4.761904762,15.3225,7,PD003,Home and lifestyle,,,,PID43,61.29,PD006,,,,
347-72-6115,B,Member,Female,PID425,7,31.759,666.939,16-Jan-19,18:03,Credit card,635.18,4.761904762,31.759,6.2,PD006,Fashion accessories,,,,PID430,90.74,PD002,,,,
425-85-2085,B,Member,Male,PID426,5,13.715,288.015,29-Mar-19,16:48,Ewallet,274.3,4.761904762,13.715,9.8,PD003,Home and lifestyle,,,,PID431,54.86,PD004,,,,
339-38-9982,B,Member,Male,PID427,2,5.986,125.706,13-Jan-19,14:55,Ewallet,119.72,4.761904762,5.986,6.7,PD006,Fashion accessories,,,,PID432,59.86,PD002,,,,
827-44-5872,B,Member,Female,PID428,10,27.18,570.78,7-Feb-19,11:28,Credit card,543.6,4.761904762,27.18,6.1,PD003,Home and lifestyle,,,,PID433,54.36,PD005,,,,
339-12-4827,B,Member,Female,PID429,1,3.698,77.658,5-Jan-19,11:32,Credit card,73.96,4.761904762,3.698,5,PD004,Sports and travel,,,,PID434,73.96,PD005,,,,
828-61-5674,A,Member,Male,PID43,10,22.01,462.21,3/20/2019,19:57,Credit card,440.2,4.761904762,22.01,9.6,PD006,Fashion accessories,,,,PID435,44.02,PD005,,,,
173-50-1108,B,Member,Female,PID430,4,4.036,84.756,13-Feb-19,12:14,Credit card,80.72,4.761904762,4.036,5,PD002,Electronic accessories,,,,PID436,20.18,PD004,,,,
701-23-5550,B,Member,Male,PID431,4,7.762,163.002,19-Mar-19,13:40,Ewallet,155.24,4.761904762,7.762,4.9,PD004,Sports and travel,,,,PID437,38.81,PD005,,,,
198-66-9832,B,Member,Female,PID432,2,7.204,151.284,4-Feb-19,19:38,Cash,144.08,4.761904762,7.204,9.5,PD002,Electronic accessories,,,,PID438,72.04,PD001,,,,
834-83-1826,B,Member,Female,PID433,5,20.51,430.71,25-Feb-19,17:16,Credit card,410.2,4.761904762,20.51,7.6,PD005,Food and beverages,,,,PID439,82.04,PD006,,,,
343-61-3544,B,Member,Male,PID434,10,13.335,280.035,29-Jan-19,11:48,Cash,266.7,4.761904762,13.335,8.6,PD005,Food and beverages,,,,PID44,26.67,PD005,,,,
339-96-8318,B,Member,Male,PID435,7,28.4585,597.6285,1-Mar-19,19:49,Ewallet,569.17,4.761904762,28.4585,6.3,PD005,Food and beverages,,,,PID440,81.31,PD006,,,,
359-90-3665,B,Member,Female,PID436,4,3.616,75.936,14-Jan-19,18:03,Credit card,72.32,4.761904762,3.616,9.5,PD004,Sports and travel,,,,PID441,18.08,PD006,,,,
585-11-6748,B,Member,Male,PID437,3,14.52,304.92,15-Mar-19,13:05,Cash,290.4,4.761904762,14.52,5.3,PD005,Food and beverages,,,,PID442,96.8,PD002,,,,
349-97-8902,B,Member,Male,PID438,2,5.789,121.569,17-Jan-19,10:37,Ewallet,115.78,4.761904762,5.789,8.9,PD001,Health and beauty,,,,PID443,57.89,PD004,,,,
789-23-8625,B,Member,Male,PID439,3,13.983,293.643,24-Jan-19,11:45,Cash,279.66,4.761904762,13.983,7.2,PD006,Fashion accessories,,,,PID444,93.22,PD001,,,,
667-92-0055,A,Member,Male,PID44,6,29.949,628.929,3/4/2019,15:02,Ewallet,598.98,4.761904762,29.949,8.5,PD005,Food and beverages,,,,PID445,99.83,PD001,,,,
327-40-9673,B,Member,Male,PID440,6,21.78,457.38,13-Jan-19,19:51,Cash,435.6,4.761904762,21.78,6.9,PD006,Fashion accessories,,,,PID446,72.6,PD005,,,,
670-79-6321,B,Member,Female,PID441,7,33.1065,695.2365,17-Jan-19,15:27,Credit card,662.13,4.761904762,33.1065,4.9,PD006,Fashion accessories,,,,PID447,94.59,PD003,,,,
598-06-7312,B,Member,Male,PID442,1,4.5675,95.9175,16-Feb-19,15:42,Cash,91.35,4.761904762,4.5675,6.8,PD002,Electronic accessories,,,,PID448,91.35,PD001,,,,
135-13-8269,B,Member,Female,PID443,2,7.888,165.648,26-Jan-19,16:04,Cash,157.76,4.761904762,7.888,9.1,PD004,Sports and travel,,,,PID449,78.88,PD002,,,,
628-90-8624,B,Member,Male,PID444,10,41.29,867.09,14-Mar-19,14:41,Cash,825.8,4.761904762,41.29,5,PD001,Health and beauty,,,,PID45,82.58,PD005,,,,
182-88-2763,B,Member,Male,PID445,3,11.9865,251.7165,20-Mar-19,19:28,Credit card,239.73,4.761904762,11.9865,5,PD001,Health and beauty,,,,PID450,79.91,PD003,,,,
188-55-0967,B,Member,Male,PID446,10,33.235,697.935,15-Jan-19,15:01,Credit card,664.7,4.761904762,33.235,5,PD005,Food and beverages,,,,PID451,66.47,PD003,,,,
364-33-8584,B,Member,Female,PID447,5,4.4075,92.5575,8-Mar-19,15:27,Cash,88.15,4.761904762,4.4075,8.5,PD003,Home and lifestyle,,,,PID452,17.63,PD006,,,,
695-09-5146,B,Member,Female,PID448,3,14.8185,311.1885,23-Feb-19,20:00,Ewallet,296.37,4.761904762,14.8185,6.4,PD001,Health and beauty,,,,PID453,98.79,PD006,,,,
794-32-2436,B,Member,Male,PID449,2,5.567,116.907,27-Mar-19,15:08,Ewallet,111.34,4.761904762,5.567,6,PD002,Electronic accessories,,,,PID454,55.67,PD004,,,,
565-17-3836,A,Member,Female,PID45,4,9.534,200.214,3/12/2019,14:21,Cash,190.68,4.761904762,9.534,9.1,PD005,Food and beverages,,,,PID455,47.67,PD005,,,,
574-31-8277,B,Member,Male,PID450,1,1.6815,35.3115,20-Mar-19,19:55,Cash,33.63,4.761904762,1.6815,5.6,PD003,Home and lifestyle,,,,PID456,33.63,PD006,,,,
149-15-7606,B,Member,Male,PID451,9,16.794,352.674,6-Mar-19,15:31,Ewallet,335.88,4.761904762,16.794,5.1,PD003,Home and lifestyle,,,,PID457,37.32,PD003,,,,
133-77-3154,B,Member,Male,PID452,4,12.036,252.756,16-Feb-19,18:04,Credit card,240.72,4.761904762,12.036,9.4,PD006,Fashion accessories,,,,PID458,60.18,PD006,,,,
725-67-2480,B,Member,Female,PID453,6,17.625,370.125,24-Mar-19,18:14,Credit card,352.5,4.761904762,17.625,5.9,PD006,Fashion accessories,,,,PID459,58.75,PD001,,,,
779-42-2410,B,Member,Male,PID454,3,8.661,181.881,20-Feb-19,13:06,Ewallet,173.22,4.761904762,8.661,7.7,PD004,Sports and travel,,,,PID46,57.74,PD004,,,,
642-61-4706,B,Member,Male,PID455,2,9.34,196.14,30-Mar-19,16:34,Cash,186.8,4.761904762,9.34,5.5,PD005,Food and beverages,,,,PID460,93.4,PD001,,,,
242-11-3142,B,Member,Male,PID456,2,8.377,175.917,24-Feb-19,19:57,Cash,167.54,4.761904762,8.377,4.6,PD006,Fashion accessories,,,,PID461,83.77,PD004,,,,
752-23-3760,B,Member,Female,PID457,7,22.428,470.988,19-Feb-19,19:29,Credit card,448.56,4.761904762,22.428,7.3,PD003,Home and lifestyle,,,,PID462,64.08,PD003,,,,
528-87-5606,B,Member,Female,PID458,1,1.974,41.454,12-Feb-19,19:43,Cash,39.48,4.761904762,1.974,6.5,PD006,Fashion accessories,,,,PID463,39.48,PD001,,,,
510-79-0415,B,Member,Female,PID459,6,6.924,145.404,24-Jan-19,19:20,Ewallet,138.48,4.761904762,6.924,4.9,PD001,Health and beauty,,,,PID464,23.08,PD003,,,,
430-60-3493,A,Member,Female,PID46,7,33.208,697.368,2/3/2019,14:38,Cash,664.16,4.761904762,33.208,4.2,PD004,Sports and travel,,,,PID465,94.88,PD001,,,,
241-96-5076,B,Member,Female,PID460,2,4.91,103.11,8-Jan-19,12:58,Credit card,98.2,4.761904762,4.91,6.4,PD001,Health and beauty,,,,PID466,49.1,PD001,,,,
767-97-4650,B,Member,Female,PID461,2,6.483,136.143,8-Jan-19,11:59,Credit card,129.66,4.761904762,6.483,8,PD004,Sports and travel,,,,PID467,64.83,PD002,,,,
191-29-0321,B,Member,Female,PID462,10,9.885,207.585,27-Feb-19,18:57,Credit card,197.7,4.761904762,9.885,5,PD003,Home and lifestyle,,,,PID468,19.77,PD005,,,,
729-06-2010,B,Member,Male,PID463,9,36.2115,760.4415,6-Jan-19,11:18,Cash,724.23,4.761904762,36.2115,9.2,PD001,Health and beauty,,,,PID469,80.47,PD002,,,,
640-48-5028,B,Member,Female,PID464,9,39.7755,835.2855,2-Mar-19,12:40,Cash,795.51,4.761904762,39.7755,6.3,PD003,Home and lifestyle,,,,PID47,88.39,PD006,,,,
821-14-9046,B,Member,Female,PID465,6,5.244,110.124,18-Jan-19,15:04,Credit card,104.88,4.761904762,5.244,6.1,PD001,Health and beauty,,,,PID470,17.48,PD006,,,,
434-35-9162,B,Member,Male,PID466,4,4.668,98.028,4-Feb-19,18:53,Ewallet,93.36,4.761904762,4.668,7.4,PD001,Health and beauty,,,,PID471,23.34,PD006,,,,
299-29-0180,B,Member,Female,PID467,7,18.263,383.523,9-Mar-19,10:54,Cash,365.26,4.761904762,18.263,9.3,PD002,Electronic accessories,,,,PID472,52.18,PD006,,,,
238-45-6950,B,Member,Male,PID468,1,2.686,56.406,1-Mar-19,20:03,Ewallet,53.72,4.761904762,2.686,6.4,PD005,Food and beverages,,,,PID473,53.72,PD001,,,,
197-77-7132,B,Member,Male,PID469,8,36.624,769.104,12-Jan-19,18:22,Ewallet,732.48,4.761904762,36.624,6,PD002,Electronic accessories,,,,PID474,91.56,PD005,,,,
278-97-7759,A,Member,Female,PID47,1,3.124,65.604,2/18/2019,20:29,Cash,62.48,4.761904762,3.124,4.7,PD006,Fashion accessories,,,,PID475,62.48,PD004,,,,
457-13-1708,B,Member,Male,PID470,10,32.615,684.915,8-Jan-19,19:07,Credit card,652.3,4.761904762,32.615,5.2,PD006,Fashion accessories,,,,PID476,65.23,PD003,,,,
487-79-6868,B,Member,Female,PID471,9,5.5305,116.1405,26-Mar-19,19:28,Credit card,110.61,4.761904762,5.5305,8,PD006,Fashion accessories,,,,PID477,12.29,PD006,,,,
210-30-7976,B,Member,Female,PID472,4,4.464,93.744,14-Mar-19,11:16,Ewallet,89.28,4.761904762,4.464,4.1,PD006,Fashion accessories,,,,PID478,22.32,PD005,,,,
785-96-0615,B,Member,Female,PID473,8,14.296,300.216,17-Feb-19,15:28,Ewallet,285.92,4.761904762,14.296,4.9,PD001,Health and beauty,,,,PID479,35.74,PD002,,,,
842-40-8179,B,Member,Female,PID474,10,38.6,810.6,11-Feb-19,10:38,Credit card,772,4.761904762,38.6,5.6,PD005,Food and beverages,,,,PID48,77.2,PD006,,,,
707-32-7409,B,Member,Female,PID475,4,19.108,401.268,26-Feb-19,11:58,Ewallet,382.16,4.761904762,19.108,4.5,PD004,Sports and travel,,,,PID480,95.54,PD006,,,,
457-94-0464,B,Member,Male,PID476,9,39.5415,830.3715,31-Jan-19,20:32,Ewallet,790.83,4.761904762,39.5415,5.6,PD003,Home and lifestyle,,,,PID481,87.87,PD004,,,,
831-81-6575,B,Member,Female,PID477,9,34.0155,714.3255,23-Feb-19,11:12,Cash,680.31,4.761904762,34.0155,8,PD006,Fashion accessories,,,,PID482,75.59,PD004,,,,
869-11-3082,B,Member,Male,PID478,4,19.232,403.872,27-Jan-19,20:03,Credit card,384.64,4.761904762,19.232,8.4,PD005,Food and beverages,,,,PID483,96.16,PD003,,,,
190-59-3964,B,Member,Male,PID479,5,11.79,247.59,3-Feb-19,14:35,Credit card,235.8,4.761904762,11.79,6,PD002,Electronic accessories,,,,PID484,47.16,PD005,,,,
316-68-6352,A,Member,Female,PID48,2,3.636,76.356,1/21/2019,10:00,Cash,72.72,4.761904762,3.636,7.1,PD006,Fashion accessories,,,,PID485,36.36,PD002,,,,
109-86-4363,B,Member,Female,PID480,7,21.028,441.588,14-Feb-19,11:36,Credit card,420.56,4.761904762,21.028,4.5,PD006,Fashion accessories,,,,PID486,60.08,PD005,,,,
222-42-0244,B,Member,Female,PID481,9,32.4495,681.4395,28-Jan-19,13:53,Credit card,648.99,4.761904762,32.4495,7.7,PD004,Sports and travel,,,,PID487,72.11,PD004,,,,
